time,open,high,low,close,ha_open,ha_high,ha_low,ha_close,ha_color,candle_color
2025-09-05 09:15:00+05:30,87.5,103.75,87.5,97.8,92.65,103.75,87.5,94.1375,GREEN,GREEN
2025-09-05 09:16:00+05:30,97.8,100.75,91.2,91.6,93.39375000000001,100.75,91.2,95.3375,GREEN,RED
2025-09-05 09:17:00+05:30,91.6,97.7,87.55,97.7,94.36562500000001,97.7,87.55,93.6375,RED,GREEN
2025-09-05 09:18:00+05:30,97.7,102.7,97.4,101.35,94.0015625,102.7,94.0015625,99.7875,GREEN,GREEN
2025-09-05 09:19:00+05:30,101.35,113.9,99.5,109.4,96.89453125,113.9,96.89453125,106.0375,GREEN,GREEN
2025-09-05 09:20:00+05:30,109.4,111.4,106.35,110.45,101.466015625,111.4,101.466015625,109.39999999999999,GREEN,GREEN
2025-09-05 09:21:00+05:30,110.45,112.05,108.85,110.0,105.4330078125,112.05,105.4330078125,110.3375,GREEN,RED
2025-09-05 09:22:00+05:30,110.0,110.65,100.95,102.8,107.88525390625,110.65,100.95,106.10000000000001,RED,RED
2025-09-05 09:23:00+05:30,102.8,103.6,91.3,92.25,106.99262695312501,106.99262695312501,91.3,97.4875,RED,RED
2025-09-05 09:24:00+05:30,92.25,93.9,90.4,93.05,102.24006347656251,102.24006347656251,90.4,92.4,RED,GREEN
2025-09-05 09:25:00+05:30,93.85,98.45,93.2,95.1,97.32003173828126,98.45,93.2,95.15,RED,GREEN
2025-09-05 09:26:00+05:30,94.5,95.55,88.45,92.0,96.23501586914062,96.23501586914062,88.45,92.625,RED,RED
2025-09-05 09:27:00+05:30,91.7,95.25,91.05,91.8,94.43000793457031,95.25,91.05,92.45,RED,GREEN
2025-09-05 09:28:00+05:30,91.6,94.4,88.7,93.8,93.44000396728515,94.4,88.7,92.125,RED,GREEN
2025-09-05 09:29:00+05:30,93.8,94.5,88.0,90.45,92.78250198364258,94.5,88.0,91.6875,RED,RED
2025-09-05 09:30:00+05:30,90.45,96.25,90.45,93.0,92.2350009918213,96.25,90.45,92.5375,GREEN,GREEN
2025-09-05 09:31:00+05:30,93.0,98.1,92.8,97.05,92.38625049591064,98.1,92.38625049591064,95.2375,GREEN,GREEN
2025-09-05 09:32:00+05:30,97.05,100.35,95.65,96.7,93.81187524795533,100.35,93.81187524795533,97.43749999999999,GREEN,RED
2025-09-05 09:33:00+05:30,96.7,99.9,96.6,99.4,95.62468762397765,99.9,95.62468762397765,98.15,GREEN,GREEN
2025-09-05 09:34:00+05:30,99.4,107.55,99.4,103.65,96.88734381198883,107.55,96.88734381198883,102.5,GREEN,GREEN
2025-09-05 09:35:00+05:30,103.65,104.7,89.2,89.85,99.69367190599442,104.7,89.2,96.85,RED,RED
2025-09-05 09:36:00+05:30,89.85,91.65,85.1,89.6,98.27183595299721,98.27183595299721,85.1,89.05000000000001,RED,RED
2025-09-05 09:37:00+05:30,89.6,90.75,84.8,89.75,93.66091797649861,93.66091797649861,84.8,88.725,RED,GREEN
2025-09-05 09:38:00+05:30,89.75,89.85,86.0,86.4,91.1929589882493,91.1929589882493,86.0,88.0,RED,RED
2025-09-05 09:39:00+05:30,86.4,87.1,82.35,83.5,89.59647949412465,89.59647949412465,82.35,84.8375,RED,RED
2025-09-05 09:40:00+05:30,83.5,84.9,80.65,83.8,87.21698974706233,87.21698974706233,80.65,83.2125,RED,GREEN
2025-09-05 09:41:00+05:30,83.8,84.25,82.3,82.95,85.21474487353117,85.21474487353117,82.3,83.325,RED,RED
2025-09-05 09:42:00+05:30,82.95,84.3,81.1,84.15,84.26987243676558,84.3,81.1,83.125,RED,GREEN
2025-09-05 09:43:00+05:30,84.15,85.95,82.9,84.65,83.69743621838279,85.95,82.9,84.41250000000001,GREEN,GREEN
2025-09-05 09:44:00+05:30,84.65,84.75,80.3,82.3,84.0549681091914,84.75,80.3,83.0,RED,RED
2025-09-05 09:45:00+05:30,82.3,82.6,80.0,80.65,83.5274840545957,83.5274840545957,80.0,81.38749999999999,RED,RED
2025-09-05 09:46:00+05:30,80.65,86.65,77.75,86.65,82.45749202729785,86.65,77.75,82.92500000000001,GREEN,GREEN
2025-09-05 09:47:00+05:30,86.65,91.4,82.35,84.0,82.69124601364894,91.4,82.35,86.1,GREEN,RED
2025-09-05 09:48:00+05:30,84.0,85.35,78.25,80.9,84.39562300682447,85.35,78.25,82.125,RED,RED
2025-09-05 09:49:00+05:30,80.9,88.6,80.9,88.4,83.26031150341223,88.6,80.9,84.7,GREEN,GREEN
2025-09-05 09:50:00+05:30,88.4,89.9,87.8,88.9,83.98015575170612,89.9,83.98015575170612,88.75,GREEN,GREEN
2025-09-05 09:51:00+05:30,88.9,91.65,85.3,91.25,86.36507787585306,91.65,85.3,89.275,GREEN,GREEN
2025-09-05 09:52:00+05:30,91.25,94.0,91.25,91.85,87.82003893792654,94.0,87.82003893792654,92.0875,GREEN,GREEN
2025-09-05 09:53:00+05:30,91.85,93.2,90.65,92.4,89.95376946896327,93.2,89.95376946896327,92.025,GREEN,GREEN
2025-09-05 09:54:00+05:30,92.4,95.25,92.4,93.4,90.98938473448163,95.25,90.98938473448163,93.36250000000001,GREEN,GREEN
2025-09-05 09:55:00+05:30,93.15,93.15,90.75,91.15,92.17594236724082,93.15,90.75,92.05000000000001,RED,RED
2025-09-05 09:56:00+05:30,90.75,93.0,88.7,91.6,92.11297118362042,93.0,88.7,91.01249999999999,RED,GREEN
2025-09-05 09:57:00+05:30,91.35,91.65,86.55,86.8,91.5627355918102,91.65,86.55,89.0875,RED,RED
2025-09-05 09:58:00+05:30,86.55,86.9,81.3,82.1,90.3251177959051,90.3251177959051,81.3,84.2125,RED,RED
2025-09-05 09:59:00+05:30,83.0,85.5,81.2,84.85,87.26880889795255,87.26880889795255,81.2,83.63749999999999,RED,GREEN
2025-09-05 10:00:00+05:30,84.85,88.2,83.7,88.2,85.45315444897628,88.2,83.7,86.2375,GREEN,GREEN
2025-09-05 10:01:00+05:30,88.2,91.55,85.75,90.5,85.84532722448813,91.55,85.75,89.0,GREEN,GREEN
2025-09-05 10:02:00+05:30,90.5,90.5,83.4,84.25,87.42266361224407,90.5,83.4,87.1625,RED,RED
