ha_time,ha_color,ha_open,ha_high,ha_low,ha_close,underlying_open,underlying_high,underlying_low,underlying_close,cal1,form1,form2,named_levels,used_formula,triggered,reached_named_levels,reached_named_values,note,chosen_trigger_level,chosen_trigger_value,strike,side,symbol,entry_time,entry_price,exit_time,exit_price,result,pnl_per_contract,pnl_per_lot
2025-09-05 09:19:00+05:30,GREEN,24809.80625,24828.35,24809.80625,24819.5125,24809.80625,24828.35,24809.80625,24819.5125,9.706249999999272,30.505357142854855,,"{'entryA': 24809.80625, 'entryB': 24797.844642857144}",form1,True,entryA,24809.806,,entryA,24809.80625,24800.0,CE,NIFTY2590924800CE,2025-09-05 09:20:00+05:30,110.45,2025-09-05 09:22:00+05:30,102.8,STOP,-1.0,-50.0
2025-09-05 09:19:00+05:30,GREEN,24809.80625,24828.35,24809.80625,24819.5125,24809.80625,24828.35,24809.80625,24819.5125,9.706249999999272,30.505357142854855,,"{'entryA': 24809.80625, 'entryB': 24797.844642857144}",form1,True,entryA,24809.806,NO_SYMBOL_FOR_STRIKE_IN_SIDE_FILE,entryA,24809.80625,24900.0,CE,,,,,,,,
2025-09-05 09:19:00+05:30,GREEN,24809.80625,24828.35,24809.80625,24819.5125,24809.80625,24828.35,24809.80625,24819.5125,9.706249999999272,30.505357142854855,,"{'entryA': 24809.80625, 'entryB': 24797.844642857144}",form1,True,entryA,24809.806,NO_SYMBOL_FOR_STRIKE_IN_SIDE_FILE,entryA,24809.80625,25000.0,CE,,,,,,,,
2025-09-05 09:20:00+05:30,GREEN,24814.659375,24830.35,24814.659375,24825.987500000003,24814.659375,24830.35,24814.659375,24825.987500000003,11.328125000003638,35.60267857144,,"{'entryA': 24814.659375, 'entryB': 24794.74732142856}",form1,True,entryA,24814.659,NO_SYMBOL_FOR_STRIKE_IN_SIDE_FILE,entryA,24814.659375,24600.0,CE,,,,,,,,
2025-09-05 09:20:00+05:30,GREEN,24814.659375,24830.35,24814.659375,24825.987500000003,24814.659375,24830.35,24814.659375,24825.987500000003,11.328125000003638,35.60267857144,,"{'entryA': 24814.659375, 'entryB': 24794.74732142856}",form1,True,entryA,24814.659,NO_SYMBOL_FOR_STRIKE_IN_SIDE_FILE,entryA,24814.659375,24700.0,CE,,,,,,,,
2025-09-05 09:20:00+05:30,GREEN,24814.659375,24830.35,24814.659375,24825.987500000003,24814.659375,24830.35,24814.659375,24825.987500000003,11.328125000003638,35.60267857144,,"{'entryA': 24814.659375, 'entryB': 24794.74732142856}",form1,True,entryA,24814.659,,entryA,24814.659375,24800.0,CE,NIFTY2590924800CE,2025-09-05 09:21:00+05:30,110.0,2025-09-05 09:22:00+05:30,102.8,STOP,-1.0,-50.0
2025-09-05 09:20:00+05:30,GREEN,24814.659375,24830.35,24814.659375,24825.987500000003,24814.659375,24830.35,24814.659375,24825.987500000003,11.328125000003638,35.60267857144,,"{'entryA': 24814.659375, 'entryB': 24794.74732142856}",form1,True,entryA,24814.659,NO_SYMBOL_FOR_STRIKE_IN_SIDE_FILE,entryA,24814.659375,24900.0,CE,,,,,,,,
2025-09-05 09:20:00+05:30,GREEN,24814.659375,24830.35,24814.659375,24825.987500000003,24814.659375,24830.35,24814.659375,24825.987500000003,11.328125000003638,35.60267857144,,"{'entryA': 24814.659375, 'entryB': 24794.74732142856}",form1,True,entryA,24814.659,NO_SYMBOL_FOR_STRIKE_IN_SIDE_FILE,entryA,24814.659375,25000.0,CE,,,,,,,,
2025-09-05 09:21:00+05:30,GREEN,24820.323437500003,24832.35,24820.323437500003,24827.925000000003,24820.323437500003,24832.35,24820.323437500003,24827.925000000003,7.6015625,23.890625,,"{'entryA': 24820.323437500003, 'entryB': 24808.459375}",form1,True,entryA,24820.323,NO_SYMBOL_FOR_STRIKE_IN_SIDE_FILE,entryA,24820.323437500003,24600.0,CE,,,,,,,,
2025-09-05 09:21:00+05:30,GREEN,24820.323437500003,24832.35,24820.323437500003,24827.925000000003,24820.323437500003,24832.35,24820.323437500003,24827.925000000003,7.6015625,23.890625,,"{'entryA': 24820.323437500003, 'entryB': 24808.459375}",form1,True,entryA,24820.323,NO_SYMBOL_FOR_STRIKE_IN_SIDE_FILE,entryA,24820.323437500003,24700.0,CE,,,,,,,,
2025-09-05 09:21:00+05:30,GREEN,24820.323437500003,24832.35,24820.323437500003,24827.925000000003,24820.323437500003,24832.35,24820.323437500003,24827.925000000003,7.6015625,23.890625,,"{'entryA': 24820.323437500003, 'entryB': 24808.459375}",form1,True,entryA,24820.323,,entryA,24820.323437500003,24800.0,CE,NIFTY2590924800CE,2025-09-05 09:22:00+05:30,102.8,2025-09-05 09:23:00+05:30,92.25,STOP,-1.0,-50.0
2025-09-05 09:21:00+05:30,GREEN,24820.323437500003,24832.35,24820.323437500003,24827.925000000003,24820.323437500003,24832.35,24820.323437500003,24827.925000000003,7.6015625,23.890625,,"{'entryA': 24820.323437500003, 'entryB': 24808.459375}",form1,True,entryA,24820.323,NO_SYMBOL_FOR_STRIKE_IN_SIDE_FILE,entryA,24820.323437500003,24900.0,CE,,,,,,,,
2025-09-05 09:21:00+05:30,GREEN,24820.323437500003,24832.35,24820.323437500003,24827.925000000003,24820.323437500003,24832.35,24820.323437500003,24827.925000000003,7.6015625,23.890625,,"{'entryA': 24820.323437500003, 'entryB': 24808.459375}",form1,True,entryA,24820.323,NO_SYMBOL_FOR_STRIKE_IN_SIDE_FILE,entryA,24820.323437500003,25000.0,CE,,,,,,,,
2025-09-05 09:22:00+05:30,RED,24824.124218750003,24829.8,24815.05,24822.975,24824.124218750003,24829.8,24815.05,24822.975,-1.1492187500043656,-3.6118303571565775,,"{'entryA': 24824.124218750003, 'entryB': 24833.411830357156}",form1,True,entryA,24824.124,SKIPPED_BY_BUY_ONLY,,,,,,,,,,,,
2025-09-05 09:23:00+05:30,RED,24823.549609375,24823.549609375,24794.0,24806.05,24823.549609375,24823.549609375,24794.0,24806.05,-17.499609375001455,-54.998772321433144,,"{'entryA': 24823.549609375, 'entryB': 24878.548381696433}",form1,True,entryA,24823.550,SKIPPED_BY_BUY_ONLY,,,,,,,,,,,,
2025-09-05 09:24:00+05:30,RED,24814.7998046875,24814.7998046875,24788.4,24792.4875,24814.7998046875,24814.7998046875,24788.4,24792.4875,-22.312304687500728,-70.12438616071657,,"{'entryA': 24814.7998046875, 'entryB': 24884.924190848218}",form1,True,entryA,24814.800,SKIPPED_BY_BUY_ONLY,,,,,,,,,,,,
2025-09-05 09:25:00+05:30,RED,24803.64365234375,24803.64365234375,24792.8,24794.7875,24803.64365234375,24803.64365234375,24792.8,24794.7875,-8.85615234375291,-27.83362165179486,,"{'entryA': 24803.64365234375, 'entryB': 24831.477273995548}",form1,True,entryA,24803.644,SKIPPED_BY_BUY_ONLY,,,,,,,,,,,,
