time,ha_open,ha_high,ha_low,ha_close,ha_color
2025-09-03 09:15:00+05:30,24609.85,24630.7,24576.3,24606.675,DOJI
2025-09-03 09:16:00+05:30,24608.262499999997,24608.262499999997,24587.7,24595.4875,RED
2025-09-03 09:17:00+05:30,24601.875,24601.875,24545.6,24568.0625,RED
2025-09-03 09:18:00+05:30,24584.96875,24584.96875,24534.3,24542.95,RED
2025-09-03 09:19:00+05:30,24563.959375,24563.959375,24533.2,24539.1125,RED
2025-09-03 09:20:00+05:30,24551.535937499997,24552.55,24538.5,24545.725,RED
2025-09-03 09:21:00+05:30,24548.630468749998,24551.25,24543.6,24547.7875,DOJI
2025-09-03 09:22:00+05:30,24548.208984375,24548.9,24540.4,24545.7625,DOJI
2025-09-03 09:23:00+05:30,24546.9857421875,24551.9,24546.9857421875,24549.612500000003,DOJI
2025-09-03 09:24:00+05:30,24548.29912109375,24568.35,24548.29912109375,24556.737500000003,GREEN
2025-09-03 09:25:00+05:30,24552.518310546875,24576.4,24552.518310546875,24566.8,GREEN
2025-09-03 09:26:00+05:30,24559.65915527344,24588.8,24559.65915527344,24580.475,GREEN
2025-09-03 09:27:00+05:30,24570.06707763672,24593.4,24570.06707763672,24587.9375,GREEN
2025-09-03 09:28:00+05:30,24579.00228881836,24594.95,24579.00228881836,24590.425000000003,GREEN
2025-09-03 09:29:00+05:30,24584.71364440918,24598.1,24584.71364440918,24595.562499999996,GREEN
2025-09-03 09:30:00+05:30,24590.138072204587,24599.75,24580.7,24589.925,DOJI
2025-09-03 09:31:00+05:30,24590.031536102295,24590.031536102295,24576.05,24579.600000000002,RED
2025-09-03 09:32:00+05:30,24584.81576805115,24584.81576805115,24561.3,24572.387499999997,RED
2025-09-03 09:33:00+05:30,24578.601634025574,24578.601634025574,24566.35,24570.3375,RED
2025-09-03 09:34:00+05:30,24574.469567012788,24578.95,24570.9,24574.5125,DOJI
2025-09-03 09:35:00+05:30,24574.491033506394,24588.4,24574.491033506394,24582.262500000004,GREEN
2025-09-03 09:36:00+05:30,24578.3767667532,24593.05,24578.3767667532,24589.137499999997,GREEN
2025-09-03 09:37:00+05:30,24583.7571333766,24593.2,24566.8,24579.862500000003,DOJI
2025-09-03 09:38:00+05:30,24581.8098166883,24581.8098166883,24562.95,24566.175,RED
2025-09-03 09:39:00+05:30,24573.99240834415,24573.99240834415,24550.7,24557.85,RED
2025-09-03 09:40:00+05:30,24565.921204172075,24565.921204172075,24550.6,24553.3125,RED
2025-09-03 09:41:00+05:30,24559.616852086037,24559.616852086037,24550.2,24553.4625,RED
