time,last_price,volume,oi
2025-09-05 10:55:52.807200+05:30,19.1,,9084300
2025-09-05 10:55:52.993125+05:30,19.0,,9084300
2025-09-05 10:55:53.458360+05:30,19.1,,9084300
2025-09-05 10:55:53.914956+05:30,19.1,,9084300
2025-09-05 10:55:54.730176+05:30,19.1,,9084300
2025-09-05 10:55:54.973695+05:30,19.1,,9084300
2025-09-05 10:55:55.142851+05:30,19.05,,9084300
2025-09-05 10:55:55.915453+05:30,19.1,,9084300
2025-09-05 10:55:56.415690+05:30,19.1,,9084300
2025-09-05 10:55:56.666367+05:30,19.1,,9084300
2025-09-05 10:55:56.928351+05:30,19.1,,9084300
2025-09-05 10:55:57.914878+05:30,19.15,,9084300
2025-09-05 10:55:58.431849+05:30,19.2,,9084300
2025-09-05 10:55:58.943059+05:30,19.2,,9084300
2025-09-05 10:55:59.439968+05:30,19.2,,9084300
2025-09-05 10:55:59.941371+05:30,19.3,,9084300
2025-09-05 10:56:00.155077+05:30,19.3,,9084300
2025-09-05 10:56:00.639719+05:30,19.3,,9084300
2025-09-05 10:56:00.892845+05:30,19.15,,9084300
2025-09-05 10:56:01.488569+05:30,19.25,,9084300
2025-09-05 10:56:01.696141+05:30,19.2,,9084300
2025-09-05 10:56:02.919880+05:30,19.05,,9084300
2025-09-05 10:56:03.642599+05:30,19.1,,9084300
2025-09-05 10:56:03.940573+05:30,19.05,,9084300
2025-09-05 10:56:04.648323+05:30,19.1,,9084300
2025-09-05 10:56:04.928458+05:30,19.1,,9084300
2025-09-05 10:56:05.137621+05:30,19.1,,9084300
2025-09-05 10:56:05.909608+05:30,19.25,,9084300
2025-09-05 10:56:06.189775+05:30,19.25,,9084300
2025-09-05 10:56:06.732152+05:30,19.2,,9084300
2025-09-05 10:56:06.922723+05:30,19.2,,9084300
2025-09-05 10:56:07.893853+05:30,19.0,,9084300
2025-09-05 10:56:08.387915+05:30,18.95,,9084300
2025-09-05 10:56:08.958082+05:30,19.0,,9084300
2025-09-05 10:56:09.413398+05:30,19.0,,9084300
2025-09-05 10:56:09.933068+05:30,18.95,,9084300
2025-09-05 10:56:10.194884+05:30,19.0,,9084300
2025-09-05 10:56:10.911714+05:30,19.0,,9084300
