time,ha_open,ha_high,ha_low,ha_close,ha_color
2025-09-05 09:15:00+05:30,24816.75,24824.7,24798.9,24814.275,RED
2025-09-05 09:16:00+05:30,24815.5125,24827.05,24801.6,24811.112500000003,RED
2025-09-05 09:17:00+05:30,24813.3125,24813.3125,24790.7,24802.2125,RED
2025-09-05 09:18:00+05:30,24807.7625,24817.3,24807.7625,24811.85,GREEN
2025-09-05 09:19:00+05:30,24809.80625,24828.35,24809.80625,24819.512499999997,GREEN
2025-09-05 09:20:00+05:30,24814.659375,24830.35,24814.659375,24825.987500000003,GREEN
2025-09-05 09:21:00+05:30,24820.323437500003,24832.35,24820.323437500003,24827.925000000003,GREEN
2025-09-05 09:22:00+05:30,24824.124218750003,24829.8,24815.05,24822.975,RED
2025-09-05 09:23:00+05:30,24823.549609375,24823.549609375,24794.0,24806.05,RED
2025-09-05 09:24:00+05:30,24814.7998046875,24814.7998046875,24788.4,24792.4875,RED
2025-09-05 09:25:00+05:30,24803.64365234375,24803.64365234375,24792.8,24794.7875,RED
2025-09-05 09:26:00+05:30,24799.215576171875,24799.215576171875,24781.05,24788.9625,RED
2025-09-05 09:27:00+05:30,24794.08903808594,24794.08903808594,24785.45,24788.875,RED
2025-09-05 09:28:00+05:30,24791.482019042967,24791.482019042967,24781.95,24787.649999999998,RED
2025-09-05 09:29:00+05:30,24789.566009521484,24792.15,24779.4,24785.787500000002,RED
2025-09-05 09:30:00+05:30,24787.676754760745,24797.2,24783.8,24789.2125,GREEN
2025-09-05 09:31:00+05:30,24788.444627380373,24800.95,24788.444627380373,24796.775,GREEN
2025-09-05 09:32:00+05:30,24792.609813690186,24802.7,24792.609813690186,24799.375,GREEN
2025-09-05 09:33:00+05:30,24795.992406845093,24804.0,24795.992406845093,24801.375,GREEN
2025-09-05 09:34:00+05:30,24798.683703422546,24812.9,24798.683703422546,24808.05,GREEN
2025-09-05 09:35:00+05:30,24803.366851711275,24812.3,24789.85,24801.375,RED
2025-09-05 09:36:00+05:30,24802.370925855637,24802.370925855637,24783.9,24788.2875,RED
2025-09-05 09:37:00+05:30,24795.32921292782,24795.32921292782,24781.85,24788.3625,RED
2025-09-05 09:38:00+05:30,24791.845856463908,24791.845856463908,24783.4,24787.2875,RED
2025-09-05 09:39:00+05:30,24789.566678231953,24789.566678231953,24777.3,24782.899999999998,RED
2025-09-05 09:40:00+05:30,24786.233339115977,24786.233339115977,24775.45,24780.6,RED
2025-09-05 09:41:00+05:30,24783.416669557988,24783.416669557988,24777.2,24780.0625,RED
2025-09-05 09:42:00+05:30,24781.739584778996,24782.3,24778.4,24780.787500000002,RED
2025-09-05 09:43:00+05:30,24781.263542389497,24783.2,24779.5,24781.425000000003,GREEN
2025-09-05 09:44:00+05:30,24781.34427119475,24783.0,24777.45,24780.449999999997,RED
2025-09-05 09:45:00+05:30,24780.897135597374,24780.897135597374,24773.3,24776.274999999998,RED
2025-09-05 09:46:00+05:30,24778.586067798686,24786.15,24772.65,24779.6,GREEN
2025-09-05 09:47:00+05:30,24779.093033899342,24795.95,24779.093033899342,24788.862500000003,GREEN
2025-09-05 09:48:00+05:30,24783.977766949673,24788.75,24774.25,24782.387499999997,RED
2025-09-05 09:49:00+05:30,24783.182633474833,24794.35,24778.0,24786.425000000003,GREEN
