time,last_price,volume,oi
2025-09-05 10:55:52.772757+05:30,130.7,,4096575
2025-09-05 10:55:52.985925+05:30,130.8,,4096575
2025-09-05 10:55:53.644954+05:30,130.25,,4096575
2025-09-05 10:55:53.926398+05:30,130.3,,4096575
2025-09-05 10:55:54.486880+05:30,130.0,,4096575
2025-09-05 10:55:54.721851+05:30,130.0,,4096575
2025-09-05 10:55:54.928844+05:30,130.35,,4096575
2025-09-05 10:55:55.737605+05:30,130.5,,4096575
2025-09-05 10:55:55.959920+05:30,130.5,,4096575
2025-09-05 10:55:56.403976+05:30,130.3,,4096575
2025-09-05 10:55:56.778664+05:30,130.05,,4096575
2025-09-05 10:55:56.915273+05:30,130.1,,4096575
2025-09-05 10:55:57.645458+05:30,130.25,,4096575
2025-09-05 10:55:57.954832+05:30,130.55,,4096575
2025-09-05 10:55:58.685370+05:30,130.1,,4096575
2025-09-05 10:55:58.933776+05:30,130.45,,4096575
2025-09-05 10:55:59.182180+05:30,130.4,,4096575
2025-09-05 10:55:59.414118+05:30,129.5,,4096575
2025-09-05 10:55:59.711899+05:30,129.35,,4096575
2025-09-05 10:55:59.894770+05:30,129.45,,4096575
2025-09-05 10:56:00.410078+05:30,129.45,,4096575
2025-09-05 10:56:00.672299+05:30,130.0,,4096575
2025-09-05 10:56:01.016367+05:30,130.3,,4096575
2025-09-05 10:56:01.200393+05:30,129.85,,4096575
2025-09-05 10:56:01.670483+05:30,129.9,,4096575
2025-09-05 10:56:01.916092+05:30,130.0,,4096575
2025-09-05 10:56:02.498693+05:30,130.15,,4096575
2025-09-05 10:56:02.732772+05:30,131.0,,4096575
2025-09-05 10:56:02.898336+05:30,130.8,,4096575
2025-09-05 10:56:03.693905+05:30,130.6,,4096575
2025-09-05 10:56:03.911499+05:30,130.6,,4096575
2025-09-05 10:56:04.215779+05:30,130.6,,4096575
2025-09-05 10:56:04.466409+05:30,130.2,,4096575
2025-09-05 10:56:04.892695+05:30,130.5,,4096575
2025-09-05 10:56:05.724450+05:30,130.6,,4096575
2025-09-05 10:56:05.952303+05:30,130.35,,4096575
2025-09-05 10:56:06.168237+05:30,130.6,,4096575
2025-09-05 10:56:06.705493+05:30,129.45,,4096575
2025-09-05 10:56:06.920568+05:30,130.55,,4096575
2025-09-05 10:56:07.425508+05:30,131.7,,4096575
2025-09-05 10:56:07.659897+05:30,131.45,,4096575
2025-09-05 10:56:07.955186+05:30,131.7,,4096575
2025-09-05 10:56:08.726092+05:30,131.25,,4096575
2025-09-05 10:56:08.929477+05:30,132.0,,4096575
2025-09-05 10:56:09.204167+05:30,131.6,,4096575
2025-09-05 10:56:09.400190+05:30,131.05,,4096575
2025-09-05 10:56:09.685256+05:30,131.35,,4096575
2025-09-05 10:56:09.892964+05:30,131.5,,4096575
2025-09-05 10:56:10.673263+05:30,131.25,,4096575
2025-09-05 10:56:10.959327+05:30,131.05,,4096575
2025-09-05 10:56:11.195742+05:30,131.0,,4096575
2025-09-05 10:56:11.796468+05:30,130.5,,4096575
2025-09-05 10:56:11.892578+05:30,130.9,,4096575
2025-09-05 10:56:12.778108+05:30,130.6,,4096575
2025-09-05 10:56:12.920288+05:30,130.25,,4096575
2025-09-05 10:56:13.681404+05:30,129.65,,4096575
2025-09-05 10:56:13.888477+05:30,129.8,,4096575
2025-09-05 10:56:14.207978+05:30,130.35,,4096575
2025-09-05 10:56:14.475118+05:30,130.35,,4096575
2025-09-05 10:56:14.737970+05:30,130.4,,4096575
2025-09-05 10:56:14.918617+05:30,130.45,,4096575
2025-09-05 10:56:15.770325+05:30,129.65,,4096575
2025-09-05 10:56:15.926613+05:30,129.7,,4096575
2025-09-05 10:56:16.181314+05:30,129.5,,4096575
2025-09-05 10:56:16.892474+05:30,129.4,,4096575
2025-09-05 10:56:17.518505+05:30,129.5,,4096575
2025-09-05 10:56:17.746580+05:30,129.45,,4096575
2025-09-05 10:56:18.007411+05:30,129.5,,4096575
2025-09-05 10:56:18.735732+05:30,129.55,,4096575
2025-09-05 10:56:18.955564+05:30,129.5,,4096575
2025-09-05 10:56:19.209655+05:30,129.5,,4096575
2025-09-05 10:56:19.720761+05:30,129.95,,4096575
2025-09-05 10:56:19.950894+05:30,129.75,,4096575
2025-09-05 10:56:20.702680+05:30,128.25,,4096575
2025-09-05 10:56:20.989337+05:30,128.45,,4096575
2025-09-05 10:56:21.160517+05:30,128.6,,4096575
2025-09-05 10:56:21.713156+05:30,128.5,,4096575
2025-09-05 10:56:21.892667+05:30,128.75,,4096575
2025-09-05 10:56:22.458635+05:30,129.2,,4096575
2025-09-05 10:56:22.719872+05:30,129.05,,4096575
2025-09-05 10:56:22.928677+05:30,130.65,,4096575
2025-09-05 10:56:23.652848+05:30,130.8,,4096575
2025-09-05 10:56:23.897655+05:30,131.0,,4096575
2025-09-05 10:56:24.164301+05:30,131.0,,4096575
2025-09-05 10:56:24.709717+05:30,131.1,,4096575
2025-09-05 10:56:24.897641+05:30,131.45,,4096575
2025-09-05 10:56:25.731660+05:30,131.2,,4096575
2025-09-05 10:56:26.033200+05:30,131.25,,4096575
2025-09-05 10:56:26.206307+05:30,131.35,,4096575
2025-09-05 10:56:26.781764+05:30,131.05,,4096575
2025-09-05 10:56:26.932660+05:30,131.4,,4096575
2025-09-05 10:56:27.397468+05:30,130.95,,4096575
2025-09-05 10:56:27.687287+05:30,131.3,,4096575
2025-09-05 10:56:27.893267+05:30,131.45,,4096575
2025-09-05 10:56:28.681498+05:30,131.75,,4096575
2025-09-05 10:56:28.939404+05:30,131.45,,4096575
2025-09-05 10:56:29.182468+05:30,131.55,,4096575
2025-09-05 10:56:29.438885+05:30,131.9,,4096575
2025-09-05 10:56:29.642584+05:30,131.5,,4096575
