time,last_price,volume,oi
2025-09-05 10:55:52.887219+05:30,200.0,,1625100
2025-09-05 10:55:53.160791+05:30,200.05,,1625100
2025-09-05 10:55:53.657838+05:30,199.7,,1625100
2025-09-05 10:55:54.166914+05:30,199.1,,1625100
2025-09-05 10:55:54.461186+05:30,199.6,,1625100
2025-09-05 10:55:54.671233+05:30,199.45,,1625100
2025-09-05 10:55:55.197332+05:30,199.4,,1625100
2025-09-05 10:55:55.669703+05:30,200.0,,1625100
2025-09-05 10:55:55.944691+05:30,199.7,,1625100
2025-09-05 10:55:56.200159+05:30,199.4,,1625100
2025-09-05 10:55:56.738142+05:30,199.35,,1625100
2025-09-05 10:55:57.142587+05:30,199.2,,1625100
2025-09-05 10:55:57.415978+05:30,199.35,,1625100
2025-09-05 10:55:57.716545+05:30,199.6,,1625100
2025-09-05 10:55:58.142803+05:30,199.4,,1625100
2025-09-05 10:55:58.658425+05:30,199.2,,1625100
2025-09-05 10:55:59.145101+05:30,199.75,,1625100
2025-09-05 10:55:59.685430+05:30,198.1,,1625100
2025-09-05 10:56:00.176642+05:30,198.1,,1625100
2025-09-05 10:56:00.659567+05:30,198.85,,1625100
2025-09-05 10:56:00.949314+05:30,198.85,,1625100
2025-09-05 10:56:01.142673+05:30,198.85,,1625100
2025-09-05 10:56:01.747895+05:30,198.7,,1625100
2025-09-05 10:56:02.183342+05:30,198.7,,1625100
2025-09-05 10:56:02.437152+05:30,198.95,,1625100
2025-09-05 10:56:02.664887+05:30,200.0,,1625100
2025-09-05 10:56:03.155608+05:30,200.0,,1625100
2025-09-05 10:56:03.670511+05:30,200.0,,1625100
2025-09-05 10:56:04.147689+05:30,199.8,,1625100
2025-09-05 10:56:04.428369+05:30,199.7,,1625100
2025-09-05 10:56:04.959761+05:30,199.7,,1625100
2025-09-05 10:56:05.155690+05:30,199.55,,1625100
2025-09-05 10:56:05.656732+05:30,199.4,,1625100
2025-09-05 10:56:05.934248+05:30,199.4,,1625100
2025-09-05 10:56:06.143546+05:30,199.4,,1625100
2025-09-05 10:56:06.679892+05:30,198.75,,1625100
2025-09-05 10:56:07.142508+05:30,200.0,,1625100
2025-09-05 10:56:07.690048+05:30,201.1,,1625100
2025-09-05 10:56:08.192198+05:30,201.5,,1625100
2025-09-05 10:56:08.665785+05:30,201.0,,1625100
2025-09-05 10:56:09.143824+05:30,201.05,,1625100
2025-09-05 10:56:09.505579+05:30,200.7,,1625100
2025-09-05 10:56:09.730054+05:30,200.7,,1625100
2025-09-05 10:56:10.159415+05:30,201.0,,1625100
2025-09-05 10:56:10.642580+05:30,200.3,,1625100
2025-09-05 10:56:10.929982+05:30,200.45,,1625100
2025-09-05 10:56:11.137847+05:30,200.55,,1625100
2025-09-05 10:56:11.720693+05:30,199.85,,1625100
2025-09-05 10:56:12.142464+05:30,200.15,,1625100
2025-09-05 10:56:12.431149+05:30,199.95,,1625100
2025-09-05 10:56:12.691143+05:30,199.95,,1625100
2025-09-05 10:56:13.142505+05:30,199.9,,1625100
2025-09-05 10:56:13.655890+05:30,198.95,,1625100
2025-09-05 10:56:14.142592+05:30,199.1,,1625100
2025-09-05 10:56:14.414456+05:30,199.7,,1625100
2025-09-05 10:56:14.680882+05:30,199.7,,1625100
2025-09-05 10:56:15.210624+05:30,199.75,,1625100
2025-09-05 10:56:15.691531+05:30,198.6,,1625100
2025-09-05 10:56:16.182961+05:30,198.6,,1625100
2025-09-05 10:56:16.651249+05:30,198.0,,1625100
2025-09-05 10:56:17.165408+05:30,198.4,,1625100
2025-09-05 10:56:17.436763+05:30,198.0,,1625100
2025-09-05 10:56:17.670394+05:30,198.55,,1625100
2025-09-05 10:56:17.931718+05:30,198.55,,1625100
2025-09-05 10:56:18.643360+05:30,198.45,,1625100
2025-09-05 10:56:19.160336+05:30,198.45,,1625100
2025-09-05 10:56:19.410161+05:30,198.45,,1625100
2025-09-05 10:56:20.474259+05:30,199.5,,1625100
2025-09-05 10:56:20.642519+05:30,197.0,,1625100
2025-09-05 10:56:21.189641+05:30,197.05,,1625100
2025-09-05 10:56:21.693095+05:30,197.35,,1625100
2025-09-05 10:56:22.145551+05:30,197.95,,1625100
2025-09-05 10:56:22.664800+05:30,198.35,,1625100
2025-09-05 10:56:23.030543+05:30,200.0,,1625100
2025-09-05 10:56:23.717798+05:30,199.9,,1625100
2025-09-05 10:56:24.138454+05:30,200.25,,1625100
2025-09-05 10:56:24.659667+05:30,200.7,,1625100
2025-09-05 10:56:25.175145+05:30,200.7,,1625100
2025-09-05 10:56:25.638250+05:30,201.0,,1625100
2025-09-05 10:56:26.142563+05:30,201.0,,1625100
2025-09-05 10:56:26.703773+05:30,200.45,,1625100
2025-09-05 10:56:27.167164+05:30,200.7,,1625100
2025-09-05 10:56:27.647403+05:30,200.55,,1625100
2025-09-05 10:56:28.007802+05:30,200.55,,1625100
2025-09-05 10:56:28.637642+05:30,200.95,,1625100
2025-09-05 10:56:29.143298+05:30,200.8,,1625100
2025-09-05 10:56:29.729973+05:30,200.8,,1625100
2025-09-05 10:56:30.175069+05:30,200.9,,1625100
2025-09-05 10:56:30.723809+05:30,201.5,,1625100
2025-09-05 10:56:31.142570+05:30,200.35,,1625100
2025-09-05 10:56:31.669725+05:30,201.5,,1625100
2025-09-05 10:56:32.142459+05:30,201.3,,1625100
2025-09-05 10:56:32.447843+05:30,200.2,,1625100
2025-09-05 10:56:32.670780+05:30,200.55,,1625100
2025-09-05 10:56:33.182953+05:30,201.0,,1625100
2025-09-05 10:56:33.699994+05:30,200.9,,1625100
2025-09-05 10:56:34.187966+05:30,201.15,,1625100
2025-09-05 10:56:34.652075+05:30,198.5,,1625100
2025-09-05 10:56:35.202397+05:30,198.4,,1625100
2025-09-05 10:56:35.642472+05:30,198.7,,1625100
2025-09-05 10:56:36.172062+05:30,198.9,,1625100
2025-09-05 10:56:36.659663+05:30,198.8,,1625100
2025-09-05 10:56:37.170414+05:30,198.85,,1625100
2025-09-05 10:56:37.513109+05:30,198.5,,1625100
2025-09-05 10:56:37.664606+05:30,198.5,,1625100
2025-09-05 10:56:37.933621+05:30,198.5,,1625100
2025-09-05 10:56:38.939515+05:30,197.85,,1625100
2025-09-05 10:56:39.193095+05:30,198.35,,1625100
2025-09-05 10:56:39.406371+05:30,198.3,,1625100
2025-09-05 10:56:39.734450+05:30,198.35,,1625100
2025-09-05 10:56:40.169825+05:30,198.5,,1625100
2025-09-05 10:56:40.685917+05:30,197.9,,1625100
2025-09-05 10:56:41.209228+05:30,198.2,,1625100
2025-09-05 10:56:41.637639+05:30,199.1,,1625100
2025-09-05 10:56:42.169355+05:30,198.75,,1625100
2025-09-05 10:56:42.736979+05:30,199.0,,1625100
2025-09-05 10:56:42.980960+05:30,199.05,,1625100
2025-09-05 10:56:43.664240+05:30,199.05,,1625100
2025-09-05 10:56:44.169341+05:30,198.55,,1625100
2025-09-05 10:56:44.444428+05:30,198.75,,1625100
2025-09-05 10:56:44.691616+05:30,198.65,,1625100
2025-09-05 10:56:45.142222+05:30,199.0,,1625100
2025-09-05 10:56:45.919549+05:30,199.1,,1625100
2025-09-05 10:56:46.142448+05:30,198.9,,1625100
2025-09-05 10:56:46.719113+05:30,198.8,,1625100
2025-09-05 10:56:47.142413+05:30,198.85,,1625100
2025-09-05 10:56:47.441258+05:30,198.55,,1625100
2025-09-05 10:56:47.642282+05:30,198.35,,1625100
