time,open,high,low,close,ha_open,ha_high,ha_low,ha_close,ha_color,candle_color
2025-09-05 10:55:00+05:30,24676.55,24680.05,24670.25,24670.65,24673.6,24680.05,24670.25,24674.375,GREEN,RED
2025-09-05 10:56:00+05:30,24670.95,24672.75,24663.75,24672.45,24673.9875,24673.9875,24663.75,24669.975,RED,GREEN
2025-09-05 10:57:00+05:30,24672.85,24683.45,24669.7,24682.15,24671.981249999997,24683.45,24669.7,24677.0375,GREEN,GREEN
2025-09-05 10:58:00+05:30,24682.75,24685.05,24677.7,24680.45,24674.509374999998,24685.05,24674.509374999998,24681.4875,GREEN,RED
2025-09-05 10:59:00+05:30,24680.7,24684.6,24680.0,24682.55,24677.9984375,24684.6,24677.9984375,24681.9625,GREEN,GREEN
2025-09-05 11:00:00+05:30,24681.55,24688.2,24680.2,24683.45,24679.98046875,24688.2,24679.98046875,24683.35,GREEN,GREEN
2025-09-05 11:01:00+05:30,24684.6,24687.1,24682.65,24686.1,24681.665234375,24687.1,24681.665234375,24685.112500000003,GREEN,GREEN
2025-09-05 11:02:00+05:30,24686.1,24688.15,24681.6,24682.45,24683.388867187503,24688.15,24681.6,24684.575,GREEN,RED
2025-09-05 11:03:00+05:30,24682.85,24682.95,24676.8,24677.0,24683.98193359375,24683.98193359375,24676.8,24679.9,RED,RED
2025-09-05 11:04:00+05:30,24676.95,24697.55,24676.95,24697.35,24681.940966796876,24697.55,24676.95,24687.199999999997,GREEN,GREEN
2025-09-05 11:05:00+05:30,24696.8,24698.55,24690.05,24690.1,24684.570483398435,24698.55,24684.570483398435,24693.875,GREEN,RED
2025-09-05 11:06:00+05:30,24690.1,24692.35,24688.75,24691.45,24689.222741699217,24692.35,24688.75,24690.6625,GREEN,GREEN
2025-09-05 11:07:00+05:30,24690.8,24694.0,24690.1,24691.55,24689.942620849608,24694.0,24689.942620849608,24691.6125,GREEN,GREEN
2025-09-05 11:08:00+05:30,24691.15,24691.4,24681.55,24687.15,24690.7775604248,24691.4,24681.55,24687.8125,RED,RED
2025-09-05 11:09:00+05:30,24687.1,24689.15,24680.6,24681.15,24689.2950302124,24689.2950302124,24680.6,24684.5,RED,RED
2025-09-05 11:10:00+05:30,24681.65,24683.25,24677.25,24682.65,24686.8975151062,24686.8975151062,24677.25,24681.199999999997,RED,GREEN
2025-09-05 11:11:00+05:30,24682.35,24685.85,24681.55,24685.25,24684.0487575531,24685.85,24681.55,24683.75,RED,GREEN
2025-09-05 11:12:00+05:30,24685.2,24697.55,24684.7,24695.3,24683.89937877655,24697.55,24683.89937877655,24690.6875,GREEN,GREEN
2025-09-05 11:13:00+05:30,24694.65,24696.45,24692.75,24692.85,24687.293439388275,24696.45,24687.293439388275,24694.175000000003,GREEN,RED
2025-09-05 11:14:00+05:30,24692.8,24694.8,24691.55,24691.9,24690.73421969414,24694.8,24690.73421969414,24692.762499999997,GREEN,RED
2025-09-05 11:15:00+05:30,24691.8,24691.95,24681.5,24682.2,24691.748359847068,24691.95,24681.5,24686.8625,RED,RED
2025-09-05 11:16:00+05:30,24682.45,24687.75,24682.4,24683.35,24689.305429923534,24689.305429923534,24682.4,24683.987500000003,RED,GREEN
2025-09-05 11:17:00+05:30,24683.2,24683.4,24677.65,24679.95,24686.64646496177,24686.64646496177,24677.65,24681.05,RED,RED
2025-09-05 11:18:00+05:30,24679.15,24681.5,24676.05,24680.25,24683.848232480887,24683.848232480887,24676.05,24679.2375,RED,GREEN
2025-09-05 11:19:00+05:30,24680.4,24689.3,24679.3,24689.3,24681.542866240445,24689.3,24679.3,24684.575,GREEN,GREEN
2025-09-05 11:20:00+05:30,24689.0,24695.2,24687.5,24693.55,24683.05893312022,24695.2,24683.05893312022,24691.3125,GREEN,GREEN
2025-09-05 11:21:00+05:30,24693.45,24696.35,24691.95,24694.3,24687.18571656011,24696.35,24687.18571656011,24694.0125,GREEN,GREEN
2025-09-05 11:22:00+05:30,24694.8,24695.65,24693.1,24694.0,24690.599108280054,24695.65,24690.599108280054,24694.387499999997,GREEN,RED
2025-09-05 11:23:00+05:30,24693.55,24693.55,24685.5,24685.8,24692.493304140025,24693.55,24685.5,24689.600000000002,RED,RED
2025-09-05 11:24:00+05:30,24685.4,24685.7,24681.6,24683.8,24691.046652070014,24691.046652070014,24681.6,24684.125000000004,RED,RED
2025-09-05 11:25:00+05:30,24682.95,24684.2,24681.0,24682.35,24687.585826035007,24687.585826035007,24681.0,24682.625,RED,RED
2025-09-05 11:26:00+05:30,24683.15,24690.95,24681.45,24688.6,24685.105413017503,24690.95,24681.45,24686.0375,GREEN,GREEN
2025-09-05 11:27:00+05:30,24688.45,24693.7,24686.8,24692.85,24685.57145650875,24693.7,24685.57145650875,24690.449999999997,GREEN,GREEN
2025-09-05 11:28:00+05:30,24692.2,24696.4,24687.4,24689.2,24688.010728254376,24696.4,24687.4,24691.3,GREEN,RED
2025-09-05 11:29:00+05:30,24689.05,24697.65,24688.5,24696.6,24689.65536412719,24697.65,24688.5,24692.949999999997,GREEN,GREEN
2025-09-05 11:30:00+05:30,24696.2,24705.45,24695.55,24696.5,24691.302682063593,24705.45,24691.302682063593,24698.425,GREEN,GREEN
2025-09-05 11:31:00+05:30,24697.45,24705.75,24692.85,24702.05,24694.863841031794,24705.75,24692.85,24699.524999999998,GREEN,GREEN
2025-09-05 11:32:00+05:30,24701.5,24706.25,24700.05,24703.4,24697.194420515894,24706.25,24697.194420515894,24702.800000000003,GREEN,GREEN
2025-09-05 11:33:00+05:30,24703.6,24708.3,24701.55,24701.95,24699.99721025795,24708.3,24699.99721025795,24703.85,GREEN,RED
2025-09-05 11:34:00+05:30,24701.95,24701.95,24694.4,24694.8,24701.923605128974,24701.95,24694.4,24698.275,RED,RED
2025-09-05 11:35:00+05:30,24695.1,24695.3,24691.9,24693.75,24700.099302564486,24700.099302564486,24691.9,24694.012499999997,RED,RED
2025-09-05 11:36:00+05:30,24693.7,24701.75,24689.35,24701.45,24697.05590128224,24701.75,24689.35,24696.562499999996,RED,GREEN
