time,open,high,low,close
2025-09-04 11:58:00+05:30,24815.15,24816.1,24812.6,24815.55
2025-09-04 11:59:00+05:30,24815.65,24816.8,24813.45,24815.25
2025-09-04 12:00:00+05:30,24815.55,24817.3,24809.75,24816.75
2025-09-04 12:01:00+05:30,24816.25,24824.45,24816.05,24821.65
2025-09-04 12:02:00+05:30,24821.4,24827.15,24818.45,24820.15
2025-09-04 12:15:00+05:30,24801.6,24807.5,24801.6,24803.65
2025-09-04 12:18:00+05:30,24795.1,24795.9,24785.0,24785.2
2025-09-04 12:33:00+05:30,24789.05,24791.5,24788.45,24791.3
2025-09-04 12:34:00+05:30,24791.85,24794.75,24788.65,24788.7
2025-09-04 13:44:00+05:30,24786.2,24788.65,24785.6,24788.35
2025-09-04 13:45:00+05:30,24788.3,24788.65,24784.75,24787.15
2025-09-04 13:46:00+05:30,24787.65,24788.25,24784.55,24787.25
2025-09-04 13:47:00+05:30,24787.45,24787.45,24779.2,24781.8
2025-09-04 13:48:00+05:30,24782.55,24782.8,24771.2,24772.65
2025-09-04 13:49:00+05:30,24772.85,24773.85,24771.2,24773.05
2025-09-04 13:50:00+05:30,24773.25,24777.3,24757.8,24771.25
2025-09-04 13:51:00+05:30,24772.2,24779.95,24771.25,24779.8
2025-09-04 13:52:00+05:30,24779.9,24786.8,24779.6,24783.3
2025-09-04 13:53:00+05:30,24784.15,24790.5,24781.8,24787.0
2025-09-04 13:54:00+05:30,24786.8,24791.6,24776.1,24779.0
2025-09-04 13:55:00+05:30,24779.15,24783.95,24777.4,24783.1
2025-09-04 13:56:00+05:30,24783.2,24786.65,24777.7,24780.75
2025-09-04 13:57:00+05:30,24781.25,24782.4,24776.15,24781.15
2025-09-04 13:58:00+05:30,24781.6,24783.15,24777.4,24778.65
2025-09-04 13:59:00+05:30,24779.55,24779.55,24772.85,24776.65
2025-09-04 14:00:00+05:30,24777.0,24783.7,24776.55,24781.3
2025-09-04 14:01:00+05:30,24781.75,24783.9,24777.1,24777.2
2025-09-04 14:02:00+05:30,24778.45,24784.1,24774.35,24784.0
2025-09-04 14:03:00+05:30,24784.85,24790.7,24784.25,24784.25
2025-09-04 14:04:00+05:30,24786.3,24787.05,24781.5,24783.2
2025-09-04 14:05:00+05:30,24784.45,24784.85,24775.1,24775.2
2025-09-04 14:06:00+05:30,24776.0,24779.05,24774.05,24774.5
2025-09-04 14:07:00+05:30,24776.15,24778.0,24773.55,24774.15
2025-09-04 14:08:00+05:30,24774.8,24775.65,24770.5,24773.85
2025-09-04 14:09:00+05:30,24774.6,24774.6,24771.35,24773.7
2025-09-04 14:10:00+05:30,24773.9,24775.0,24764.7,24764.7
2025-09-04 14:11:00+05:30,24765.8,24775.35,24764.6,24773.65
2025-09-04 14:12:00+05:30,24774.7,24774.7,24764.75,24765.1
2025-09-04 14:13:00+05:30,24766.6,24767.2,24762.6,24763.4
2025-09-04 14:14:00+05:30,24764.6,24765.2,24758.85,24763.85
2025-09-04 14:15:00+05:30,24765.5,24766.15,24758.25,24760.3
2025-09-04 14:16:00+05:30,24761.1,24761.55,24750.55,24750.55
2025-09-04 14:17:00+05:30,24751.7,24766.65,24750.2,24763.65
2025-09-04 14:18:00+05:30,24764.25,24765.0,24752.05,24754.4
2025-09-04 14:19:00+05:30,24755.25,24759.55,24754.65,24756.95
2025-09-04 14:20:00+05:30,24757.4,24764.4,24756.35,24764.0
2025-09-04 14:21:00+05:30,24764.6,24764.6,24743.25,24745.9
2025-09-04 14:22:00+05:30,24746.55,24746.55,24723.25,24725.5
2025-09-04 14:23:00+05:30,24726.8,24732.55,24723.7,24723.9
2025-09-04 14:24:00+05:30,24726.0,24726.0,24718.6,24718.6
2025-09-04 14:25:00+05:30,24719.95,24721.9,24713.55,24720.9
2025-09-04 14:26:00+05:30,24721.1,24725.8,24715.1,24715.1
2025-09-04 14:27:00+05:30,24718.35,24721.05,24715.8,24720.3
2025-09-04 14:28:00+05:30,24720.55,24725.55,24718.4,24724.35
2025-09-04 14:29:00+05:30,24725.5,24726.2,24721.8,24722.3
2025-09-04 14:30:00+05:30,24723.2,24733.55,24722.0,24731.75
2025-09-04 14:31:00+05:30,24734.5,24753.1,24734.3,24752.0
2025-09-04 14:32:00+05:30,24750.35,24764.75,24750.1,24759.0
2025-09-04 14:33:00+05:30,24758.4,24759.35,24745.15,24750.0
2025-09-04 14:34:00+05:30,24750.25,24755.1,24747.7,24751.3
2025-09-04 14:35:00+05:30,24751.35,24751.85,24744.25,24745.4
2025-09-04 14:36:00+05:30,24745.4,24751.2,24744.1,24750.15
2025-09-04 14:37:00+05:30,24750.85,24751.65,24746.95,24746.95
2025-09-04 14:38:00+05:30,24748.75,24749.4,24740.3,24740.45
2025-09-04 14:39:00+05:30,24741.4,24741.75,24730.25,24731.25
2025-09-04 14:40:00+05:30,24731.55,24739.75,24730.6,24737.4
2025-09-04 14:41:00+05:30,24738.0,24743.15,24736.9,24738.45
2025-09-04 14:42:00+05:30,24740.1,24742.4,24729.3,24742.05
2025-09-04 14:43:00+05:30,24742.6,24766.85,24740.9,24763.3
2025-09-04 14:44:00+05:30,24764.5,24779.55,24764.5,24770.3
2025-09-04 14:45:00+05:30,24771.3,24771.3,24754.65,24756.65
2025-09-04 14:46:00+05:30,24758.45,24768.3,24751.2,24768.25
2025-09-04 14:47:00+05:30,24768.35,24769.6,24759.35,24759.35
2025-09-04 14:48:00+05:30,24762.05,24762.05,24757.55,24759.25
2025-09-04 14:49:00+05:30,24760.75,24764.3,24759.05,24761.55
2025-09-04 14:50:00+05:30,24763.0,24767.85,24761.6,24767.35
2025-09-04 14:51:00+05:30,24768.1,24771.7,24759.35,24759.35
2025-09-04 14:52:00+05:30,24760.45,24762.65,24753.45,24758.5
2025-09-04 14:53:00+05:30,24759.7,24759.7,24736.55,24737.2
2025-09-04 14:54:00+05:30,24737.5,24741.75,24727.35,24733.8
2025-09-04 14:55:00+05:30,24734.55,24767.7,24734.55,24765.15
2025-09-04 14:56:00+05:30,24766.0,24777.1,24765.6,24768.75
2025-09-04 14:57:00+05:30,24770.95,24770.95,24747.15,24748.25
2025-09-04 14:58:00+05:30,24750.65,24751.35,24739.9,24742.15
2025-09-04 14:59:00+05:30,24743.75,24746.55,24739.05,24743.65
2025-09-04 15:00:00+05:30,24744.45,24752.35,24742.85,24743.65
2025-09-04 15:01:00+05:30,24744.1,24752.55,24744.1,24748.25
2025-09-04 15:02:00+05:30,24748.4,24757.15,24746.55,24747.7
2025-09-04 15:03:00+05:30,24748.65,24749.05,24740.75,24741.25
2025-09-04 15:04:00+05:30,24742.0,24742.85,24733.25,24734.4
2025-09-04 15:05:00+05:30,24734.7,24739.25,24728.9,24736.55
2025-09-04 15:06:00+05:30,24735.55,24746.8,24734.8,24743.95
2025-09-04 15:07:00+05:30,24744.65,24745.6,24735.95,24737.05
2025-09-04 15:08:00+05:30,24737.5,24738.35,24730.65,24733.75
2025-09-04 15:09:00+05:30,24733.55,24735.8,24728.8,24735.3
2025-09-04 15:10:00+05:30,24736.25,24738.25,24726.1,24738.05
2025-09-04 15:11:00+05:30,24737.7,24743.25,24721.25,24722.55
2025-09-04 15:12:00+05:30,24724.15,24725.4,24716.15,24717.35
2025-09-04 15:13:00+05:30,24718.05,24720.25,24714.55,24720.25
2025-09-04 15:14:00+05:30,24719.8,24723.8,24716.6,24718.4
2025-09-04 15:15:00+05:30,24718.5,24721.6,24708.8,24709.15
2025-09-04 15:16:00+05:30,24708.75,24717.6,24708.75,24714.3
2025-09-04 15:17:00+05:30,24714.85,24725.1,24714.45,24724.9
2025-09-04 15:18:00+05:30,24724.5,24726.65,24719.55,24719.7
2025-09-04 15:19:00+05:30,24719.6,24729.7,24719.6,24728.1
2025-09-04 15:20:00+05:30,24728.9,24739.1,24728.15,24738.75
2025-09-04 15:21:00+05:30,24739.35,24747.8,24736.7,24737.5
2025-09-04 15:22:00+05:30,24736.95,24744.6,24733.5,24743.6
2025-09-04 15:23:00+05:30,24743.9,24744.65,24738.55,24742.6
2025-09-04 15:24:00+05:30,24743.2,24750.45,24739.8,24748.05
2025-09-04 15:25:00+05:30,24749.05,24751.75,24747.05,24747.15
2025-09-04 15:26:00+05:30,24747.0,24748.25,24741.4,24743.55
2025-09-04 15:27:00+05:30,24743.15,24744.6,24734.1,24734.9
2025-09-04 15:28:00+05:30,24735.45,24741.95,24733.2,24734.75
2025-09-04 15:29:00+05:30,24735.35,24742.05,24731.55,24739.5
